Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
Chris Mihm,C-PF,24,TOT,76,1330,14.6,0.531,0.0,0.436,13.5,21.6,17.6,2.7,1.4,3.6,16.5,18.5,1.1,1.8,2.9,0.10400000000000001,-2.4,-0.6,-3.0,-0.3,2004
Chris Mihm,PF,24,CLE,22,391,16.6,0.513,0.0,0.37799999999999995,13.3,26.3,19.8,4.4,1.2,4.0,14.4,19.8,0.4,0.6,0.9,0.11699999999999999,-1.5,-0.2,-1.8,0.0,2004
Chris Mihm,C,24,BOS,54,939,13.8,0.539,0.0,0.465,13.6,19.6,16.6,2.0,1.5,3.4,17.5,18.0,0.8,1.2,1.9,0.099,-2.7,-0.8,-3.5,-0.4,2004
Darius Miles,SF,22,TOT,79,2079,16.1,0.514,0.053,0.256,6.2,13.6,9.9,14.0,1.8,2.1,13.4,21.5,1.9,1.7,3.6,0.083,0.4,0.0,0.4,1.3,2004
Darius Miles,SF,22,CLE,37,888,12.7,0.455,0.091,0.218,6.0,14.8,10.4,15.7,1.5,2.2,13.4,21.1,-0.2,0.8,0.6,0.032,-1.4,-0.2,-1.6,0.1,2004
Darius Miles,SF,22,POR,42,1191,18.6,0.5589999999999999,0.024,0.287,6.4,12.7,9.6,12.8,2.0,2.1,13.5,21.8,2.1,0.9,3.0,0.121,1.7,0.2,1.9,1.1,2004
Darko Miličić,C,18,DET,34,159,6.1,0.318,0.015,0.369,8.1,22.9,15.6,7.5,2.4,7.2,14.7,26.0,-0.6,0.5,-0.2,-0.049,-11.6,1.2,-10.4,-0.3,2004
Andre Miller,PG,27,DEN,82,2838,18.8,0.541,0.069,0.43700000000000006,5.0,9.7,7.3,29.1,2.6,0.6,16.1,20.7,6.1,2.6,8.8,0.14800000000000002,2.1,0.4,2.5,3.3,2004
Brad Miller,PF,27,SAC,72,2621,19.4,0.579,0.052000000000000005,0.45,8.5,23.3,16.1,18.5,1.3,2.3,14.1,17.6,7.1,3.0,10.0,0.184,2.0,1.1,3.1,3.4,2004
Mike Miller,SF,23,MEM,65,1770,14.9,0.532,0.349,0.22899999999999998,2.7,11.2,6.9,22.1,1.8,0.6,13.6,20.0,2.5,1.4,3.9,0.107,0.8,-0.2,0.6,1.1,2004
Oliver Miller,C,33,MIN,48,506,12.9,0.5489999999999999,0.01,0.23,11.0,18.0,14.7,10.7,2.0,3.7,23.1,13.3,0.4,1.0,1.4,0.13,-3.0,2.8,-0.2,0.2,2004
Reggie Miller*,SG,38,IND,80,2254,16.1,0.6,0.562,0.278,0.9,9.0,4.9,19.1,1.6,0.4,9.3,15.4,6.0,2.9,8.9,0.18899999999999997,2.5,0.9,3.5,3.1,2004
Yao Ming*,C,23,HOU,82,2692,21.9,0.586,0.002,0.435,9.1,22.4,16.1,9.3,0.4,4.5,14.3,25.3,6.5,4.8,11.4,0.20199999999999999,1.7,1.1,2.8,3.2,2004
Cuttino Mobley,SG,28,HOU,80,3229,14.1,0.535,0.389,0.201,1.5,11.2,6.6,14.7,1.8,0.8,13.3,20.1,3.4,4.3,7.6,0.114,0.5,0.9,1.4,2.8,2004
Nazr Mohammed,C,26,TOT,80,1611,16.1,0.542,0.0,0.358,12.8,20.7,16.8,4.0,1.8,2.4,14.9,18.3,1.8,1.9,3.7,0.11,-0.5,-0.9,-1.4,0.3,2004
Nazr Mohammed,C,26,ATL,53,938,14.8,0.525,0.0,0.39299999999999996,12.3,19.8,16.1,3.8,1.2,2.1,14.3,18.6,0.9,0.8,1.7,0.087,-1.1,-1.6,-2.8,-0.2,2004
Nazr Mohammed,C,26,NYK,27,673,18.1,0.5670000000000001,0.0,0.307,13.4,22.0,17.8,4.2,2.6,2.8,15.8,17.9,0.9,1.1,2.0,0.14400000000000002,0.3,0.2,0.5,0.4,2004
Jérôme Moïso,PF,25,TOR,35,417,12.3,0.506,0.012,0.452,11.3,20.0,15.6,3.4,2.3,2.1,19.9,14.6,0.0,0.8,0.8,0.09,-3.4,0.8,-2.6,-0.1,2004
Mikki Moore,PF-C,28,TOT,32,395,13.3,0.568,0.0,0.354,9.0,17.5,13.2,8.7,1.0,2.8,16.1,16.1,0.6,0.4,1.0,0.122,-1.6,0.6,-1.0,0.1,2004
Mikki Moore,C,28,NJN,4,10,-3.5,0.2,0.0,0.0,11.8,11.8,11.8,0.0,0.0,0.0,0.0,23.5,-0.1,0.0,0.0,-0.20199999999999999,-10.7,-6.8,-17.5,0.0,2004
Mikki Moore,PF,28,UTA,28,385,13.7,0.585,0.0,0.37200000000000005,8.9,17.7,13.2,8.9,1.0,2.9,16.7,15.9,0.7,0.4,1.0,0.131,-1.4,0.8,-0.6,0.1,2004
Alonzo Mourning*,C,33,NJN,12,215,13.3,0.5579999999999999,0.0,0.479,4.4,10.4,7.4,6.6,0.5,2.2,10.4,20.9,0.4,0.3,0.6,0.14,-1.6,0.1,-1.4,0.0,2004
Troy Murphy,PF,23,GSW,28,610,16.8,0.501,0.07,0.32899999999999996,8.8,23.2,16.0,6.0,1.1,2.0,10.9,23.6,0.6,0.7,1.3,0.10400000000000001,-0.6,-1.0,-1.6,0.1,2004
Lamond Murray,SF,30,TOR,33,518,8.9,0.428,0.27899999999999997,0.163,3.1,17.0,10.0,10.4,1.6,1.0,14.2,25.1,-1.1,0.7,-0.3,-0.031,-3.6,-0.2,-3.8,-0.2,2004
Ronald Murray,PG,24,SEA,82,2021,15.4,0.49700000000000005,0.25,0.257,2.6,9.2,5.9,18.5,2.1,1.0,12.8,26.7,1.2,0.5,1.7,0.04,0.1,-1.4,-1.2,0.4,2004
Tracy Murray,SF,32,POR,7,35,2.4,0.322,0.41700000000000004,0.083,10.3,6.7,8.5,4.5,1.6,0.0,13.9,19.5,-0.1,0.0,-0.1,-0.109,-5.1,-3.6,-8.7,-0.1,2004
Dikembe Mutombo*,C,37,NYK,65,1494,14.3,0.523,0.0,0.40299999999999997,11.4,22.2,16.9,2.7,0.6,6.2,13.5,12.5,1.6,2.1,3.8,0.122,-0.9,1.0,0.1,0.8,2004
Mamadou N'Diaye,C,28,TOT,28,366,12.9,0.516,0.0,0.855,13.4,21.1,17.3,0.0,1.2,5.0,15.9,14.0,0.4,0.4,0.8,0.10400000000000001,-3.9,-1.4,-5.3,-0.3,2004
Mamadou N'Diaye,C,28,DAL,3,7,-8.1,0.0,0.0,0.0,0.0,16.0,7.8,0.0,0.0,10.6,50.0,12.5,-0.1,0.0,0.0,-0.306,-16.4,-0.8,-17.2,0.0,2004
Mamadou N'Diaye,C,28,ATL,25,359,13.3,0.521,0.0,0.868,13.7,21.2,17.5,0.0,1.2,4.9,15.3,14.1,0.4,0.4,0.8,0.11199999999999999,-3.7,-1.4,-5.1,-0.3,2004
Boštjan Nachbar,SF,23,HOU,45,516,8.3,0.47700000000000004,0.47700000000000004,0.22,1.9,13.5,8.0,9.8,1.5,2.1,13.7,15.5,0.0,0.8,0.8,0.071,-3.0,1.8,-1.2,0.1,2004
Lee Nailon,PF-SF,28,TOT,57,780,13.2,0.484,0.009000000000000001,0.177,9.2,11.3,10.3,9.2,1.0,0.8,11.3,23.0,0.4,0.3,0.7,0.042,-1.6,-2.7,-4.3,-0.5,2004
Lee Nailon,PF,28,ATL,27,300,14.3,0.485,0.0,0.138,9.9,13.8,11.9,11.3,1.8,1.7,14.1,25.8,0.0,0.2,0.2,0.033,-2.3,-1.2,-3.5,-0.1,2004
Lee Nailon,SF,28,ORL,8,83,13.5,0.46799999999999997,0.0,0.33299999999999996,10.7,8.4,9.6,8.0,0.6,0.0,0.0,16.9,0.2,0.0,0.2,0.08800000000000001,-0.7,-4.0,-4.7,-0.1,2004
Lee Nailon,SF,28,CLE,22,397,12.2,0.485,0.019,0.185,8.4,10.0,9.2,7.8,0.5,0.2,10.7,22.1,0.2,0.1,0.3,0.04,-1.3,-3.6,-5.0,-0.3,2004
Eduardo Nájera,SF,27,DAL,58,720,11.5,0.483,0.025,0.284,9.9,13.8,11.8,4.7,2.5,2.0,13.7,12.8,0.6,0.5,1.1,0.07400000000000001,-1.8,0.5,-1.3,0.1,2004
Steve Nash*,PG,29,DAL,78,2612,20.5,0.59,0.304,0.297,2.4,7.4,4.8,38.3,1.3,0.2,17.9,19.5,8.9,-0.1,8.8,0.162,4.7,-2.2,2.5,3.0,2004
Rasho Nesterović,C,27,SAS,82,2353,15.3,0.473,0.0,0.163,12.4,17.6,15.0,8.4,1.2,5.1,12.5,16.8,1.6,5.6,7.2,0.147,-1.1,2.2,1.1,1.9,2004
Ira Newble,SF,29,CLE,64,1245,6.7,0.429,0.069,0.16699999999999998,5.8,8.0,6.9,8.9,1.1,1.1,15.4,12.6,-0.4,0.5,0.1,0.004,-3.4,-1.0,-4.5,-0.8,2004
Moochie Norris,PG,30,TOT,66,847,10.9,0.47100000000000003,0.267,0.327,1.4,7.3,4.5,23.4,2.8,0.4,20.5,17.3,-0.1,0.9,0.8,0.045,-1.9,0.8,-1.1,0.2,2004
Moochie Norris,PG,30,HOU,30,401,6.7,0.41,0.264,0.276,0.6,7.8,4.4,19.3,2.2,0.4,23.5,15.2,-0.5,0.5,0.0,-0.005,-3.8,0.9,-3.0,-0.1,2004
Moochie Norris,PG,30,NYK,36,446,14.8,0.511,0.26899999999999996,0.36200000000000004,2.1,6.9,4.5,27.0,3.4,0.5,18.4,19.2,0.4,0.5,0.8,0.091,-0.1,0.7,0.6,0.3,2004
Dirk Nowitzki,C,25,DAL,77,2915,22.5,0.561,0.221,0.32299999999999995,3.3,22.2,12.5,11.3,1.6,2.6,8.3,24.5,9.0,2.5,11.5,0.19,3.8,0.0,3.8,4.3,2004
Jermaine O'Neal,PF,25,IND,78,2788,21.1,0.489,0.013000000000000001,0.32899999999999996,8.1,25.0,16.5,12.3,1.2,5.5,10.1,30.2,2.7,6.3,9.0,0.155,1.1,1.3,2.4,3.1,2004
Shaquille O'Neal*,C,31,LAL,67,2464,24.4,0.578,0.0,0.713,11.1,24.4,17.7,14.8,0.7,5.0,13.5,26.3,5.9,4.0,9.9,0.192,3.8,1.0,4.8,4.1,2004
Charles Oakley,PF,40,HOU,7,25,8.1,0.521,0.0,1.0,0.0,22.4,11.8,13.2,0.0,0.0,10.4,18.4,0.0,0.0,0.1,0.147,-6.3,1.6,-4.7,0.0,2004
Lamar Odom,PF,24,MIA,80,3003,18.5,0.516,0.182,0.406,6.1,24.2,15.1,20.6,1.5,1.9,15.1,24.5,3.6,4.8,8.4,0.134,1.7,1.2,2.9,3.8,2004
Mehmet Okur,PF,24,DET,71,1580,18.3,0.5379999999999999,0.08900000000000001,0.386,11.9,18.8,15.4,8.2,1.2,3.0,13.7,21.7,2.6,3.3,5.9,0.179,1.0,0.6,1.5,1.4,2004
Kevin Ollie,PG,31,CLE,82,1401,12.2,0.51,0.035,0.685,1.8,11.6,6.7,25.0,1.9,0.4,19.5,13.3,1.5,1.0,2.4,0.083,-2.3,0.3,-2.0,0.0,2004
Michael Olowokandi,C,28,MIN,43,925,11.2,0.446,0.0,0.214,10.2,19.6,15.1,4.1,0.9,5.3,14.8,18.6,-0.5,1.7,1.2,0.061,-4.6,1.0,-3.5,-0.4,2004
Greg Ostertag,C,30,UTA,78,2153,14.3,0.506,0.002,0.446,12.6,20.9,16.7,9.8,0.8,5.5,15.9,13.4,2.3,2.7,5.0,0.111,-0.5,0.9,0.5,1.4,2004
Bo Outlaw,PF,32,MEM,82,1606,13.1,0.522,0.013000000000000001,0.37200000000000005,8.7,15.4,12.0,8.7,2.4,3.2,16.0,12.1,1.4,2.2,3.6,0.107,-1.0,1.9,0.9,1.2,2004
Travis Outlaw,PF,19,POR,8,19,16.4,0.457,0.0,0.5710000000000001,12.6,12.4,12.5,9.3,2.9,0.0,10.2,24.3,0.0,0.0,0.0,0.067,1.8,-0.3,1.4,0.0,2004
Doug Overton,PG,34,TOT,61,1033,7.5,0.433,0.094,0.127,1.7,7.8,4.7,21.7,1.3,0.1,18.3,13.6,-0.2,-0.1,-0.3,-0.016,-3.5,-1.4,-4.9,-0.8,2004
Doug Overton,PG,34,NJN,6,22,8.8,0.45,0.0,0.25,0.0,5.4,2.7,31.5,2.4,0.0,18.4,23.2,0.0,0.0,0.0,0.026000000000000002,-5.9,0.4,-5.5,0.0,2004
Doug Overton,PG,34,LAC,55,1011,7.4,0.43200000000000005,0.09699999999999999,0.122,1.8,7.8,4.8,21.5,1.3,0.1,18.3,13.4,-0.2,-0.1,-0.4,-0.017,-3.5,-1.4,-4.9,-0.7,2004
Zaza Pachulia,C,19,ORL,59,664,10.8,0.452,0.0,0.514,11.5,18.3,14.9,3.1,1.7,1.3,13.7,16.9,0.1,0.2,0.3,0.023,-3.3,-2.5,-5.8,-0.6,2004
Robert Pack,PG,34,NJN,26,220,8.0,0.44799999999999995,0.0,0.115,2.1,7.5,4.8,20.0,2.9,0.4,22.7,15.1,-0.2,0.3,0.1,0.027999999999999997,-4.8,1.8,-3.0,-0.1,2004
Scott Padgett,PF,27,HOU,58,547,15.6,0.552,0.389,0.192,10.5,19.1,15.0,7.6,1.2,1.8,10.8,17.7,1.1,0.9,1.9,0.17,1.0,0.6,1.7,0.5,2004
Milt Palacio,PG,25,TOR,59,1211,7.4,0.392,0.087,0.228,1.4,8.3,4.8,26.3,1.9,0.7,21.0,16.6,-1.8,1.3,-0.5,-0.02,-4.9,0.1,-4.9,-0.9,2004
Jannero Pargo,PG,24,TOT,31,479,11.5,0.491,0.312,0.136,1.8,6.9,4.3,27.2,1.4,0.9,18.2,24.3,-0.2,0.3,0.1,0.006,-1.7,-1.7,-3.4,-0.2,2004
Jannero Pargo,PG,24,LAL,13,63,1.6,0.43799999999999994,0.25,0.0,0.0,10.9,5.4,26.2,1.7,0.0,42.9,20.0,-0.3,0.1,-0.2,-0.162,-7.3,-3.0,-10.3,-0.1,2004
Jannero Pargo,PG,24,TOR,5,71,5.6,0.31,0.172,0.0,0.0,6.5,3.2,31.5,3.1,1.0,14.7,23.2,-0.3,0.1,-0.2,-0.11199999999999999,-6.7,0.2,-6.4,-0.1,2004
Jannero Pargo,PG,24,CHI,13,345,14.5,0.527,0.344,0.175,2.5,6.2,4.3,26.5,1.1,1.1,15.3,25.4,0.3,0.1,0.4,0.061,0.3,-1.9,-1.6,0.0,2004
Tony Parker,PG,21,SAS,75,2577,15.7,0.516,0.21,0.28800000000000003,1.9,8.3,5.1,28.7,1.3,0.2,14.4,22.3,3.5,4.0,7.5,0.14,0.8,0.0,0.8,1.8,2004
Cherokee Parks,C,31,GSW,12,64,7.0,0.475,0.0,0.6,7.0,10.6,8.8,2.4,0.0,3.4,13.7,10.5,0.0,0.0,0.1,0.043,-2.7,0.4,-2.3,0.0,2004
Ruben Patterson,SF,28,POR,73,1651,14.6,0.53,0.03,0.48100000000000004,9.4,9.9,9.6,13.9,2.8,1.0,18.0,16.7,1.7,1.3,3.0,0.087,-0.4,0.7,0.4,1.0,2004
Sasha Pavlović,SF,20,UTA,79,1144,8.7,0.46299999999999997,0.18600000000000003,0.223,4.7,12.7,8.6,9.5,2.0,1.2,14.0,19.5,-0.1,1.1,0.9,0.04,-3.9,-0.1,-4.0,-0.6,2004
Gary Payton*,PG,35,LAL,82,2825,17.3,0.528,0.161,0.24600000000000002,2.8,11.0,6.9,26.9,1.8,0.5,11.7,20.4,5.3,2.7,8.1,0.13699999999999998,1.8,0.2,2.0,2.9,2004
Anthony Peeler,SG,34,SAC,75,1391,11.8,0.575,0.405,0.175,2.6,9.7,6.2,12.8,2.1,0.5,17.0,14.7,1.4,0.8,2.2,0.076,-0.4,-0.1,-0.5,0.5,2004
Desmond Penigar,PF,22,ORL,10,89,12.9,0.5379999999999999,0.0,0.14300000000000002,7.5,23.4,15.3,5.9,1.2,1.6,16.8,18.2,0.0,0.0,0.1,0.049,-3.7,-1.2,-4.8,-0.1,2004
Kirk Penney,SG,23,MIA,2,18,-7.2,0.25,0.5,0.0,0.0,6.6,3.2,8.7,3.0,0.0,33.3,23.5,-0.1,0.0,-0.1,-0.326,-11.8,-3.2,-15.0,-0.1,2004
Kendrick Perkins,C,19,BOS,10,35,22.8,0.58,0.0,0.6,16.7,28.9,22.9,17.4,0.0,4.4,20.9,31.1,0.1,0.0,0.1,0.145,0.2,0.5,0.7,0.0,2004
Wesley Person,SG,32,TOT,58,1037,11.5,0.51,0.439,0.124,1.8,11.3,6.6,10.5,1.0,0.6,10.3,16.5,0.9,0.4,1.3,0.061,0.1,-1.4,-1.3,0.2,2004
Wesley Person,SG,32,MEM,16,284,4.6,0.375,0.402,0.075,0.8,6.4,3.6,12.9,0.9,0.5,12.6,20.1,-0.5,0.1,-0.4,-0.075,-4.2,-2.4,-6.6,-0.3,2004
Wesley Person,SG,32,POR,33,621,14.8,0.601,0.452,0.149,2.3,11.8,7.1,10.3,1.0,0.7,9.1,15.0,1.4,0.2,1.6,0.124,2.3,-1.1,1.3,0.5,2004
Wesley Person,SG,32,ATL,9,132,10.6,0.48,0.48700000000000004,0.154,1.7,19.5,10.7,6.2,1.2,0.6,8.8,15.7,0.1,0.1,0.1,0.053,-1.2,-1.1,-2.3,0.0,2004
Morris Peterson,SF,26,TOR,82,2148,12.1,0.539,0.579,0.16,1.9,12.2,7.0,9.5,2.3,0.5,9.9,15.7,2.1,2.8,4.9,0.11,-1.3,1.4,0.1,1.1,2004
Eric Piatkowski,SF,33,HOU,49,703,8.7,0.507,0.639,0.084,1.8,10.1,6.1,6.3,1.2,0.5,12.8,15.4,0.1,0.8,0.9,0.061,-1.1,0.2,-0.8,0.2,2004
Paul Pierce*,SG,26,BOS,80,3099,19.4,0.517,0.257,0.42200000000000004,2.6,16.4,9.6,25.1,2.2,1.3,14.6,30.5,3.7,3.4,7.1,0.109,2.3,-0.3,2.0,3.2,2004
Mickaël Piétrus,PG,21,GSW,53,748,12.9,0.528,0.455,0.325,7.2,10.7,9.0,6.1,2.3,1.2,13.2,18.7,0.8,0.7,1.5,0.095,-1.0,0.4,-0.6,0.3,2004
Scottie Pippen*,SF,38,CHI,23,412,12.4,0.44799999999999995,0.34299999999999997,0.193,5.2,13.1,9.0,21.0,2.7,1.6,16.0,19.6,-0.2,0.5,0.3,0.037000000000000005,-1.4,0.8,-0.6,0.1,2004
Zoran Planinić,SG,21,NJN,49,473,10.0,0.49200000000000005,0.248,0.465,3.5,10.2,6.9,23.9,1.5,0.5,18.8,19.0,0.1,0.6,0.7,0.068,-3.3,-0.1,-3.4,-0.2,2004
Scot Pollard,C,28,IND,61,678,8.3,0.43,0.0,0.184,11.6,17.1,14.3,2.4,1.9,2.9,15.1,10.1,0.1,1.3,1.4,0.098,-4.4,1.0,-3.4,-0.2,2004
Olden Polynice,C,39,LAC,2,12,-9.2,0.0,0.0,0.0,9.4,9.6,9.5,11.7,4.4,0.0,100.0,14.8,-0.1,0.0,-0.1,-0.39399999999999996,-17.7,1.7,-16.0,0.0,2004
Mark Pope,PF,31,DEN,4,20,-9.0,0.41,0.0,0.5,0.0,17.2,8.5,0.0,2.6,0.0,55.1,11.9,-0.1,0.0,-0.1,-0.172,-16.9,1.5,-15.4,-0.1,2004
James Posey,SG,27,MEM,82,2451,18.8,0.614,0.377,0.435,4.2,14.5,9.3,8.4,2.9,1.2,10.9,18.9,6.8,3.2,10.0,0.195,2.3,1.4,3.7,3.5,2004
Vitaly Potapenko,C,28,SEA,65,1419,11.2,0.511,0.0,0.225,8.4,15.5,12.0,6.2,0.8,1.5,14.6,17.2,0.8,0.3,1.1,0.037000000000000005,-2.4,-1.9,-4.3,-0.8,2004
Tayshaun Prince,SF,23,DET,82,2701,13.3,0.536,0.217,0.195,4.0,12.5,8.4,12.4,1.3,1.9,13.2,15.6,3.0,4.6,7.5,0.134,0.4,1.4,1.8,2.6,2004
Joel Przybilla,C,24,TOT,17,347,6.7,0.385,0.0,0.62,10.5,25.5,18.1,2.9,0.8,3.6,22.0,10.7,-0.3,0.4,0.1,0.006999999999999999,-6.0,-1.1,-7.1,-0.4,2004
Joel Przybilla,C,24,MIL,5,33,3.4,0.568,0.0,0.0,3.4,31.0,17.2,12.1,0.0,0.0,69.4,4.0,0.0,0.0,0.0,0.016,-5.6,0.2,-5.3,0.0,2004
Joel Przybilla,C,24,ATL,12,314,7.1,0.382,0.0,0.58,11.3,25.0,18.2,1.9,0.8,4.0,20.3,11.4,-0.3,0.3,0.0,0.006,-6.0,-1.2,-7.3,-0.4,2004
Vladimir Radmanović,PF,23,SEA,77,2321,15.1,0.5329999999999999,0.46399999999999997,0.156,5.3,15.2,10.3,10.3,1.8,1.4,11.2,19.5,3.2,1.0,4.2,0.08800000000000001,1.6,-0.8,0.8,1.6,2004
Zach Randolph,PF,22,POR,81,3067,19.6,0.528,0.004,0.287,9.5,23.4,16.5,10.4,1.2,1.0,13.8,27.6,4.1,2.9,7.1,0.111,1.1,-1.6,-0.5,1.2,2004
Theo Ratliff,C,30,TOT,85,2664,14.4,0.521,0.0,0.395,8.6,17.9,13.3,4.3,1.1,8.6,15.7,13.2,1.8,3.4,5.2,0.094,-2.0,2.3,0.3,1.5,2004
Theo Ratliff,C,30,ATL,53,1648,12.9,0.5,0.0,0.39399999999999996,7.3,18.8,13.1,5.1,1.0,7.4,16.4,14.5,0.4,1.9,2.3,0.066,-2.5,1.7,-0.8,0.5,2004
Theo Ratliff,C,30,POR,32,1016,16.8,0.5660000000000001,0.0,0.39799999999999996,10.6,16.6,13.6,3.1,1.3,10.4,14.1,11.2,1.4,1.6,3.0,0.14,-1.2,3.3,2.1,1.0,2004
Željko Rebrača,C,31,TOT,24,273,10.5,0.504,0.0,0.39,9.9,14.6,12.2,4.0,1.0,3.0,15.9,18.2,0.1,0.4,0.5,0.09699999999999999,-4.5,0.6,-3.9,-0.1,2004
Željko Rebrača,C,31,DET,21,222,9.6,0.498,0.0,0.519,10.1,15.4,12.8,3.0,1.2,3.1,16.4,16.7,0.1,0.4,0.5,0.115,-5.1,1.2,-3.9,-0.1,2004
Željko Rebrača,C,31,ATL,3,51,14.1,0.523,0.0,0.087,9.0,11.0,10.0,8.3,0.0,2.9,14.3,24.9,0.0,0.0,0.0,0.016,-2.1,-2.0,-4.0,0.0,2004
Michael Redd,SG,24,MIL,82,3021,19.9,0.544,0.252,0.306,4.4,10.9,7.7,11.3,1.4,0.1,6.6,26.3,8.4,1.3,9.7,0.154,3.8,-1.3,2.5,3.5,2004
Glen Rice,SF,36,LAC,18,262,7.3,0.395,0.368,0.22399999999999998,3.9,14.0,8.9,14.6,1.2,0.0,13.5,16.3,-0.1,0.0,-0.1,-0.017,-3.1,-1.3,-4.4,-0.2,2004
Jason Richardson,SG,23,GSW,78,2936,16.8,0.504,0.213,0.294,4.7,15.4,10.1,14.5,1.6,1.0,11.9,25.8,2.6,2.7,5.2,0.085,1.1,-0.6,0.5,1.9,2004
Quentin Richardson,SG,23,LAC,65,2338,15.1,0.484,0.319,0.191,7.1,13.2,10.1,11.2,1.5,0.6,10.9,24.6,2.0,0.4,2.4,0.05,1.7,-2.5,-0.8,0.7,2004
Luke Ridnour,PG,22,SEA,69,1114,13.1,0.496,0.22899999999999998,0.226,3.7,7.7,5.7,23.9,2.5,0.5,17.2,19.3,0.9,0.2,1.2,0.051,-0.9,-0.6,-1.5,0.2,2004
Clifford Robinson,PF,37,GSW,82,2846,10.8,0.473,0.332,0.183,2.1,10.6,6.4,16.0,1.3,1.8,14.5,19.3,-0.1,2.1,2.0,0.033,-1.1,0.0,-1.1,0.6,2004
Eddie Robinson,SF,27,CHI,51,1024,11.0,0.49700000000000005,0.015,0.132,2.8,8.4,5.5,10.3,1.7,0.7,11.5,17.0,0.2,0.6,0.8,0.039,-2.2,-0.3,-2.5,-0.1,2004
Glenn Robinson,SF,31,PHI,42,1336,15.0,0.518,0.163,0.223,4.1,12.5,8.3,9.1,1.7,0.5,13.6,27.4,0.3,1.3,1.6,0.055999999999999994,-0.3,-1.2,-1.5,0.1,2004
Rodney Rogers,PF,32,NJN,69,1409,14.2,0.49200000000000005,0.301,0.19399999999999998,8.4,17.3,12.9,17.2,2.2,1.5,15.2,21.5,0.5,2.6,3.1,0.10400000000000001,-1.0,0.7,-0.3,0.6,2004
Sean Rooks,C,34,TOT,55,595,6.8,0.42100000000000004,0.006999999999999999,0.245,4.5,14.3,9.3,7.7,1.3,1.3,11.6,14.5,-0.2,0.3,0.2,0.013999999999999999,-5.4,-0.6,-6.1,-0.6,2004
Sean Rooks,C,34,NOH,35,325,5.0,0.39799999999999996,0.0,0.16,3.4,14.4,8.8,5.7,1.5,1.2,13.0,16.2,-0.4,0.3,-0.1,-0.011000000000000001,-6.9,-0.5,-7.4,-0.4,2004
Sean Rooks,C,34,ORL,20,270,9.0,0.457,0.018000000000000002,0.386,5.8,14.2,9.9,10.1,1.0,1.3,9.5,12.3,0.2,0.0,0.2,0.044000000000000004,-3.7,-0.8,-4.5,-0.2,2004
Jalen Rose,PG-SF,31,TOT,66,2497,12.4,0.485,0.212,0.243,1.5,10.7,6.1,25.5,1.1,0.6,16.5,24.1,-0.7,2.2,1.5,0.028999999999999998,-1.4,-1.2,-2.6,-0.4,2004
Jalen Rose,SF,31,CHI,16,529,10.8,0.47700000000000004,0.27,0.255,1.4,12.1,6.6,18.8,1.2,0.6,14.3,21.9,-0.1,0.3,0.3,0.024,-1.8,-1.5,-3.4,-0.2,2004
Jalen Rose,PG,31,TOR,50,1968,12.8,0.48700000000000004,0.19699999999999998,0.239,1.6,10.3,5.9,27.3,1.1,0.7,17.1,24.7,-0.6,1.8,1.3,0.031,-1.3,-1.1,-2.4,-0.2,2004
Malik Rose,PF,29,SAS,67,1256,15.0,0.526,0.006999999999999999,0.557,9.9,18.5,14.2,9.4,1.5,1.4,18.2,22.6,1.1,2.7,3.8,0.145,-2.1,1.1,-1.0,0.3,2004
Michael Ruffin,PF,27,UTA,41,733,7.0,0.344,0.0,0.325,13.0,22.2,17.5,8.9,1.7,2.4,23.9,11.2,-0.8,1.0,0.2,0.013999999999999999,-4.2,0.6,-3.5,-0.3,2004
Kareem Rush,SG,23,LAL,72,1244,10.4,0.505,0.319,0.12,1.8,7.1,4.4,7.8,1.4,1.2,9.5,18.2,0.5,1.0,1.5,0.055999999999999994,-1.7,-0.5,-2.2,0.0,2004
Bryon Russell,SF,33,LAL,72,945,11.6,0.53,0.45899999999999996,0.266,3.8,13.9,8.7,11.4,1.8,0.9,12.0,14.7,1.1,1.1,2.2,0.111,-0.9,0.6,-0.2,0.4,2004
John Salmons,SG,24,PHI,77,1603,10.6,0.485,0.353,0.221,2.8,11.5,7.2,14.5,2.1,0.8,14.4,15.6,0.4,1.7,2.1,0.064,-1.7,0.9,-0.8,0.5,2004
Jamal Sampson,C,20,LAL,10,130,15.0,0.513,0.0,0.522,19.7,25.6,22.6,7.9,0.8,2.3,17.5,11.8,0.2,0.2,0.4,0.156,-1.1,-0.9,-2.0,0.0,2004
Daniel Santiago,C,27,MIL,54,708,11.2,0.536,0.0,0.552,5.6,15.6,10.6,5.3,1.4,2.2,13.6,15.0,0.6,0.6,1.2,0.083,-2.4,0.5,-1.9,0.0,2004
Brian Scalabrine,PF,25,NJN,69,928,9.5,0.48200000000000004,0.188,0.321,5.4,16.6,11.0,11.3,1.2,1.2,14.4,14.7,0.3,1.4,1.7,0.08900000000000001,-3.2,0.7,-2.6,-0.1,2004
Ansu Sesay,SF,27,SEA,57,583,13.0,0.504,0.11800000000000001,0.258,8.8,9.8,9.3,5.4,1.7,2.6,10.4,17.6,0.6,0.2,0.8,0.065,-1.5,-1.0,-2.5,-0.1,2004
